epoch,binary_crossentropy,loss,val_binary_crossentropy,val_loss
0,0.229032246613,0.229032230828,0.165289525045,0.165289527779
1,0.155352495458,0.155352486454,0.157890052287,0.157890037933
2,0.141124438441,0.141124433459,0.141231746917,0.141231760519
3,0.133681721757,0.133681722641,0.139303645136,0.13930363666
4,0.129930574774,0.12993058416,0.127067455936,0.127067475007
5,0.125687649508,0.125687645135,0.122214160791,0.122214158194
6,0.121627423996,0.121627418785,0.119457001738,0.119457010146
7,0.118611263884,0.1186112662,0.129051749381,0.129051729422
8,0.1174489832,0.117448976831,0.117361866758,0.117361860811
9,0.114133256619,0.11413325409,0.118045686924,0.118045685078
10,0.111181516162,0.111181521282,0.111390175007,0.111390170838
11,0.108075870586,0.108075866548,0.113088228082,0.113088227672
12,0.10741575946,0.107415761014,0.113966664111,0.113966671562
13,0.104595150212,0.104595153488,0.104236650563,0.10423665733
14,0.101476474865,0.101476470477,0.102487346585,0.102487316577
15,0.100430008976,0.100430006782,0.10055116523,0.100551151286
16,0.0974435825777,0.0974435781896,0.0982535706337,0.0982535925754
17,0.0967302508728,0.0967302511319,0.0964604618899,0.0964604513634
18,0.0942952444887,0.0942952377238,0.0964996835918,0.0964996954853
19,0.0933277113001,0.0933277103098,0.0930134993081,0.093013485774
20,0.0919611164672,0.0919611192859,0.0927118272136,0.0927118139529
21,0.0906288311312,0.0906288379723,0.0933697289283,0.0933697322093
22,0.0897117409177,0.0897117435079,0.0928353931789,0.0928353872321
23,0.0892747219781,0.0892747169806,0.0890255435071,0.0890255424134
24,0.0876140700985,0.0876140703118,0.0880313575815,0.0880313726877
25,0.0871704661407,0.0871704712297,0.0878503090881,0.0878503205033
26,0.0861099067397,0.086109906953,0.0872621903999,0.087262195253
27,0.0854444094993,0.0854444085394,0.0868049258486,0.086804931522
28,0.085003752589,0.0850037560019,0.0850403187882,0.0850403306134
29,0.0839369714352,0.0839369682203,0.0849007467885,0.084900754034
30,0.0834241309079,0.0834241364997,0.0841578594452,0.084157855549
31,0.0830890363985,0.083089033336,0.0829877376967,0.0829877355093
32,0.0829618819104,0.0829618839825,0.083222890324,0.0832228810962
33,0.0819875345335,0.0819875352648,0.0845751149255,0.0845751099357
34,0.082291839191,0.0822918456512,0.0833041234574,0.0833041356928
35,0.0812162179157,0.081216215097,0.0820118458856,0.0820118668703
36,0.0806421105177,0.0806421186996,0.081416614422,0.0814166019816
37,0.0808686052424,0.0808686068118,0.0828861601719,0.08288619804
38,0.0806967041823,0.0806967079457,0.0815410813607,0.081541093186
39,0.0799319546647,0.0799319597841,0.0801472857663,0.0801472967371
40,0.079447953918,0.0794479607591,0.0800277826573,0.0800277885357
41,0.0793060835885,0.079306094193,0.0807447819671,0.0807447764988
42,0.0786945006843,0.0786945045848,0.0791083766028,0.0791083899318
43,0.078555830661,0.0785558382183,0.0783936030684,0.0783936138
44,0.0785000116882,0.0785000160306,0.0795261010596,0.0795260968558
45,0.0784303038733,0.0784303136398,0.078580485298,0.0785804765487
46,0.0777354025128,0.0777354108318,0.0792430680621,0.0792430728811
47,0.0781029377643,0.078102934519,0.0776991868443,0.0776992148352
48,0.077468538973,0.0774685466369,0.0774963425319,0.0774963427711
49,0.0773022336341,0.0773022426235,0.0774108313981,0.0774108440778
50,0.0770569031102,0.077056908641,0.0779336825218,0.0779336895281
51,0.0770900506214,0.0770900546286,0.0792019820063,0.079201991405
52,0.0768422577035,0.0768422611088,0.0773614115603,0.0773614128932
53,0.0764272599224,0.0764272603033,0.077354675962,0.0773546761329
54,0.0762284722766,0.076228479849,0.077048114612,0.0770481290347
55,0.0762106996251,0.0762106990613,0.0771716698799,0.077171664104
56,0.0763624358717,0.0763624394293,0.0765595137389,0.0765595347236
57,0.0758225653084,0.0758225637543,0.0762087974116,0.0762088095786
58,0.0755537338631,0.0755537433249,0.0758814288115,0.0758814169179
59,0.0754806933837,0.0754806970709,0.0760184057535,0.0760184048649
60,0.0753441430125,0.0753441441096,0.0757241102123,0.0757241075465
61,0.0754108676089,0.0754108684469,0.0761947591849,0.0761947654735
62,0.0752415933736,0.0752416005804,0.077576515974,0.0775765398637
63,0.0753453162276,0.0753453197167,0.0753567705461,0.0753567840801
64,0.0751221941171,0.0751222003945,0.0785055288344,0.0785055222725
65,0.0766844258992,0.0766844294798,0.0761005373313,0.0761005555134
66,0.0754378247694,0.075437831641,0.0753590181265,0.0753590021658
67,0.0745309909657,0.0745309989267,0.0743989829965,0.074398990618
68,0.0741854170014,0.0741854204295,0.0740616648637,0.0740616705029
69,0.0741130133028,0.0741130160301,0.0744024674417,0.0744024732859
70,0.074052879903,0.0740528836054,0.0774929030294,0.0774928905548
71,0.0753558491088,0.075355850602,0.0747919709789,0.0747919738156
72,0.0740837385013,0.0740837404668,0.0744068591488,0.0744068390186
73,0.0736242652945,0.0736242694997,0.0752688399559,0.0752688340433
74,0.0738190698432,0.0738190766005,0.0738792973442,0.0738793085201
75,0.0732217125884,0.0732217163823,0.0735174075726,0.0735174172105
76,0.0733540451234,0.0733540483992,0.0733704184857,0.073370432259
77,0.0729832539986,0.0729832520027,0.0730911558238,0.0730911593098
78,0.0731355014632,0.0731355027431,0.0733372794652,0.0733372763893
79,0.0733363933724,0.0733363934029,0.0729393150418,0.072939321843
80,0.0727127841188,0.0727127909295,0.0730912739052,0.0730912694964
81,0.0726934291331,0.0726934336964,0.0736181924991,0.0736181914396
82,0.0729277364468,0.0729277352126,0.0740018391623,0.0740018470572
83,0.0728341549147,0.0728341642546,0.0723178118057,0.0723178104386
84,0.0726341225649,0.0726341265416,0.0749563894687,0.0749563896738
85,0.0732854395678,0.0732854458909,0.0747001040898,0.0747001288681
86,0.0728948358104,0.0728948425601,0.0725156656646,0.0725156643659
87,0.0723033259587,0.0723033347043,0.0730758346275,0.0730758312782
88,0.0721460747055,0.0721460807238,0.0722033334981,0.0722033422474
89,0.072278217502,0.0722782245565,0.0721086449921,0.0721086412668
90,0.0723343506181,0.0723343556766,0.0722949585168,0.0722949698978
91,0.0723536577236,0.0723536685719,0.0728413083274,0.0728412993731
92,0.0721207162659,0.0721207212024,0.0714835851291,0.0714835890936
93,0.0718995657786,0.0718995669899,0.07223815676,0.0722381749079
94,0.0720063929269,0.0720063999813,0.0726255831232,0.0726255994939
95,0.0724752716537,0.0724752780835,0.0721844071437,0.0721844161322
96,0.0719669958413,0.0719670036423,0.0718694503906,0.0718694727424
97,0.07182578597,0.0718257867546,0.0712506499722,0.071250654552
98,0.0714917667439,0.0714917757943,0.0717212079315,0.0717212170909
99,0.0714887072673,0.0714887141541,0.0711066402973,0.0711066433049
100,0.0711635394452,0.0711635436505,0.0714606352219,0.0714606404851
101,0.0712685964103,0.0712686007983,0.0727093507185,0.0727093503426
102,0.0721172317101,0.0721172358239,0.0715297702871,0.0715297694327
103,0.071172980047,0.0711729839322,0.0708749214649,0.0708749308294
104,0.0709611849063,0.0709611897363,0.0721578244633,0.0721578306151
105,0.0712009416341,0.0712009512939,0.0709080171489,0.0709080320159
106,0.0710714853736,0.0710714946069,0.0722930624124,0.07229307663
107,0.0708295928737,0.0708295979017,0.0711647289882,0.0711647414628
108,0.0712663765029,0.0712663809519,0.0713628494275,0.0713628601932
109,0.0718956362068,0.0718956394521,0.0714557978128,0.0714558223519
110,0.0709195851762,0.0709195917887,0.070541516459,0.0705414958503
111,0.0708338207354,0.0708338232951,0.0728470457188,0.07284705792
112,0.0709155613598,0.0709155687952,0.0704384503561,0.0704384527485
113,0.070927050536,0.0709270571943,0.0725305214729,0.072530500044
114,0.0710050379419,0.0710050385362,0.0706757313888,0.0706757313888
115,0.0706058909892,0.0706058956363,0.0708293940086,0.0708294042617
116,0.0704809557685,0.0704809614669,0.0708085801623,0.0708085786585
117,0.0706269345294,0.0706269377824,0.0707431563407,0.0707431532648
118,0.0703944904551,0.0703944959859,0.073207564071,0.0732075415142
119,0.0711736228614,0.0711736290855,0.0716881935886,0.0716882143682
120,0.0704620017047,0.070462008843,0.0703350820604,0.0703350991147
121,0.0701336909565,0.0701336946209,0.0699707679792,0.0699707659628
122,0.0698762975618,0.0698763077702,0.070041605297,0.0700416236501
123,0.069869950947,0.0698699608201,0.0700319608964,0.0700319825646
124,0.0700488754059,0.0700488827041,0.07036260119,0.0703625961318
125,0.0700803920779,0.0700803972887,0.0701145649025,0.0701145755999
126,0.0696971608832,0.0696971668026,0.0708928690933,0.0708928750059
127,0.0697926252105,0.0697926351599,0.0704961877761,0.0704962048645
128,0.0699883097581,0.0699883174677,0.0725515112623,0.0725515149876
129,0.0701952109948,0.0701952170741,0.0706591169358,0.0706591224042
130,0.0705296296649,0.0705296384563,0.0714177642052,0.0714177477661
131,0.0702195942691,0.0702195995942,0.0707512086069,0.0707511998918
132,0.0698144166123,0.0698144224097,0.0698531656227,0.0698531739619
133,0.0696433588771,0.0696433628462,0.0692908593342,0.0692908569077
134,0.0692736083577,0.0692736126467,0.0689936023923,0.0689935984961
135,0.0691936850731,0.0691936932474,0.0695104326267,0.0695104294824
136,0.0691946593012,0.0691946671937,0.0706682626261,0.0706682788601
137,0.0695314283782,0.0695314369258,0.0700675419301,0.070067548287
138,0.0696263414006,0.0696263496587,0.069226200325,0.0692262188831
139,0.0694107479037,0.0694107548438,0.0692057712089,0.0692057865202
140,0.069116814401,0.0691168202518,0.0689825385877,0.0689825453889
141,0.0691555496496,0.0691555615873,0.0703325561085,0.070332556963
142,0.069538555308,0.0695385564279,0.0690282317682,0.069028224215
143,0.0695847949291,0.0695847957138,0.0690262728806,0.0690262848768
144,0.0692840467811,0.0692840543993,0.0693468019845,0.0693468260792
145,0.0692209352135,0.0692209441878,0.0690908792232,0.0690908769675
146,0.0690810555908,0.0690810613654,0.0694383522239,0.0694383548214
147,0.0689083312796,0.0689083373589,0.0699115867872,0.0699115992276
148,0.0692070922252,0.069207093208,0.0691254611956,0.0691254523096
149,0.0688850680606,0.0688850751988,0.0688579221248,0.0688579398284
150,0.0695092479236,0.0695092514508,0.0694943025298,0.0694942947375
151,0.0688962745642,0.0688962796074,0.06900249114,0.0690024993425
152,0.0689538117643,0.0689538195653,0.0688469238374,0.0688469316298
153,0.0687396047153,0.068739611206,0.0685902257715,0.0685902264208
154,0.0685788431264,0.0685788515064,0.0690972819036,0.0690972780758
155,0.0687764974307,0.0687765039976,0.0689525563577,0.068952557759
156,0.0691369668503,0.0691369728381,0.0688996440432,0.0688996342686
157,0.0688876406516,0.0688876477822,0.0685410690964,0.0685410658154
158,0.0688063950032,0.0688063997036,0.0687243997914,0.0687244036192
159,0.0686850592738,0.0686850666329,0.0690239645336,0.069023972736
160,0.0688130763533,0.0688130787301,0.0692719312026,0.0692719348937
161,0.0687305429733,0.0687305488165,0.0683883759748,0.0683883774786
162,0.0684610230121,0.0684610259679,0.0686784080067,0.0686784085536
163,0.0687262057831,0.0687262111768,0.0697334214977,0.069733420404
164,0.0691029055231,0.069102905584,0.0692204831664,0.0692204903435
165,0.0689284662223,0.068928475745,0.0689726928505,0.0689727037872
166,0.0687397893038,0.0687397916807,0.0686327636652,0.0686327639728
167,0.0685704521347,0.0685704579779,0.0685434155508,0.0685434253938
168,0.0685238341643,0.0685238376534,0.0686012660965,0.0686012852356
169,0.0683519197266,0.0683519274057,0.0693351537878,0.0693351556675
170,0.0685981037457,0.0685981109373,0.0684614476808,0.0684614512352
171,0.0682147343649,0.068214738113,0.0681452882741,0.0681452835919
172,0.0681064301808,0.0681064367172,0.0689021892025,0.0689022040695
173,0.0682180994828,0.0682181055926,0.0683600051551,0.0683600131525
174,0.0685368866368,0.0685368977289,0.0684744740298,0.0684744830867
175,0.0682015556743,0.0682015599405,0.0689879902596,0.0689880054683
176,0.0687043464805,0.0687043513105,0.0679144505924,0.0679144428001
177,0.0679771833899,0.0679771914271,0.0676449619644,0.0676449598796
178,0.0678911766605,0.0678911824655,0.0675848061817,0.0675848215955
179,0.0679486952951,0.0679486977329,0.0685766526934,0.0685766625022
180,0.0680318814236,0.0680318836786,0.0678139038794,0.0678139097237
181,0.0679403696902,0.0679403756324,0.0680549520692,0.0680549579134
182,0.0679615497406,0.0679615513862,0.0682906506395,0.0682906557661
183,0.067961886967,0.0679618990037,0.0677887505143,0.0677887515054
184,0.0677597225931,0.067759727484,0.0677064953867,0.0677064889615
185,0.0676972983683,0.0676973016289,0.0682304247599,0.0682304334408
186,0.0679662732716,0.0679662819563,0.0687576860121,0.0687576941121
187,0.068306109428,0.0683061212057,0.0684635053739,0.0684635154561
188,0.0680762532878,0.0680762566398,0.0678515947945,0.0678516000236
189,0.0677294284181,0.0677294340632,0.0674817478028,0.0674817698128
190,0.0679337162761,0.0679337186072,0.067911207505,0.0679112225771
191,0.067767715832,0.0677677247148,0.0674962732223,0.0674962697363
192,0.0677137048515,0.0677137019871,0.0678600404036,0.0678600570477
193,0.0675751987334,0.0675752078676,0.067231456621,0.0672314628412
194,0.0675430466518,0.0675430519541,0.067648255121,0.0676482524894
195,0.0680199098794,0.0680199204992,0.06939249537,0.0693925052129
196,0.0678830631611,0.0678830695908,0.0681818790665,0.0681818926006
197,0.0677193107049,0.0677193177289,0.0673985408123,0.0673985361643
198,0.067563522249,0.0675635274827,0.0673379282886,0.0673379416176
199,0.0673130589151,0.0673130700376,0.0672047249631,0.06720471741
